"Time (s)","X (hPa)"
4.734525363E2,1.014574051E3
4.744591883E2,1.014604721E3
4.754657813E2,1.014618225E3
4.758158533E2,1.014618225E3
4.768895453E2,1.014639206E3
4.779632913E2,1.014639206E3
4.790370693E2,1.014649124E3
4.801108663E2,1.014646301E3
4.811846053E2,1.014646301E3
4.822583313E2,1.014641037E3
4.833320973E2,1.014633713E3
4.844058693E2,1.014630585E3
4.854796003E2,1.014630585E3
4.865533563E2,1.014633560E3
4.876271063E2,1.014634933E3
4.887008713E2,1.014638824E3
4.897746353E2,1.014641724E3
4.908483403E2,1.014641724E3
4.919220983E2,1.014641571E3
4.929958743E2,1.014641113E3
4.940695863E2,1.014638977E3
4.951432873E2,1.014636002E3
4.962169583E2,1.014634552E3
4.972906093E2,1.014634171E3
4.983643083E2,1.014633255E3
4.994380173E2,1.014633255E3
5.005117673E2,1.014635239E3
5.015855563E2,1.014635773E3
5.026592963E2,1.014635773E3
5.037330093E2,1.014634399E3
5.048067093E2,1.014630814E3
5.058804553E2,1.014629517E3
5.069541913E2,1.014625778E3
5.080279033E2,1.014622726E3
5.091016523E2,1.014621277E3
5.101754093E2,1.014621048E3
5.112492183E2,1.014619980E3
5.123229673E2,1.014618912E3
5.133967583E2,1.014618607E3
5.144705393E2,1.014618607E3
5.155442893E2,1.014619675E3
5.166180413E2,1.014625473E3
5.176917653E2,1.014626770E3
5.187654983E2,1.014630356E3
5.198392633E2,1.014626999E3
