"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.440242792E0,-9.716880313E-1,-4.017931777E-1,-2.685624395E0
3.450236792E0,-9.671086382E-1,-4.711470026E-1,-2.135090915E0
3.460229792E0,-1.171441416E0,-3.460651195E-1,-1.568493964E0
3.470222792E0,-1.352401339E0,-1.278663272E-1,-1.194086148E0
3.480215792E0,-1.451387391E0,9.586743951E-2,-1.072359470E0
3.490209792E0,-1.444893765E0,3.077003682E-1,-1.246260341E0
3.500202792E0,-1.301087928E0,3.720092154E-1,-1.679958267E0
3.510195792E0,-8.947513910E-1,1.169975227E-1,-2.419504016E0
3.520189792E0,-2.941874528E-1,-2.429792923E-1,-3.338934969E0
3.530182792E0,2.642188646E-2,-4.891909254E-1,-3.974969945E0
3.540175792E0,-2.742980026E-1,-6.037706244E-1,-3.868043374E0
3.550169792E0,-6.294990311E-1,-6.576573944E-1,-3.208401727E0
3.560162792E0,-9.094803811E-1,-6.524481100E-1,-2.443980607E0
3.570155792E0,-1.393287410E0,-7.676060987E-1,-1.865451828E0
3.580149792E0,-1.967407388E0,-6.317162222E-1,-1.487745670E0
3.590142792E0,-2.265490256E0,-3.111367768E-1,-1.244508516E0
3.600135792E0,-2.369597299E0,-3.704211116E-2,-1.194809375E0
3.610128792E0,-2.232545289E0,1.114379901E-1,-1.305917144E0
3.620122792E0,-1.947752850E0,8.880868077E-2,-1.344184685E0
3.630115792E0,-1.856005651E0,-1.545752388E-1,-1.443609132E0
3.640108792E0,-1.852983810E0,-6.723467696E-1,-1.626229810E0
3.650102792E0,-1.663080279E0,-1.196466038E0,-1.911562970E0
3.660095792E0,-1.203426856E0,-1.484988708E0,-2.290898893E0
3.670088792E0,-8.343152279E-1,-1.501080830E0,-2.701478536E0
3.680082792E0,-7.449706498E-1,-1.339265569E0,-3.020338315E0
3.690075792E0,-9.803023687E-1,-1.513690351E0,-3.239989555E0
3.700068792E0,-1.634431553E0,-2.201891261E0,-3.063549823E0
3.710061792E0,-2.356120344E0,-3.240184268E0,-2.222565261E0
3.720055792E0,-3.077528469E0,-3.931482448E0,-1.521235159E0
3.730048792E0,-3.801329275E0,-4.014827490E0,-1.649886621E0
3.740041792E0,-4.145213090E0,-3.484092098E0,-2.217616032E0
3.750035792E0,-3.546269343E0,-2.264681001E0,-1.925537231E0
3.760028792E0,-2.787111593E0,-9.988295639E-1,-1.592493861E0
3.770021792E0,-1.136677965E0,-4.646174169E-1,-1.657294459E0
3.780015792E0,-2.594780883E-1,-4.699103165E-1,-1.116670255E0
3.790008792E0,-4.930787390E-1,-1.009989560E-1,-4.961350787E-1
3.800001792E0,-6.044030008E-1,1.107322311E-1,1.833219051E-1
3.809995792E0,-7.786606984E-1,-1.175758123E-1,8.716070151E-1
3.819988792E0,-9.185671735E-1,-4.765012980E-1,1.527875111E0
3.829981792E0,-1.233839978E0,-6.417687553E-1,1.969372783E0
3.839974792E0,-1.983949746E0,-7.414550114E-1,1.994821766E0
3.849968792E0,-2.621334844E0,-9.677662307E-1,2.387060301E0
3.859961792E0,-2.944283581E0,-1.609012245E0,3.143719243E0
3.869954792E0,-2.899620793E0,-2.428405963E0,3.722639201E0
3.879948792E0,-2.646658550E0,-2.852983401E0,3.917616946E0
3.889941792E0,-2.789623557E0,-2.988470989E0,3.579819789E0
3.899934792E0,-3.215138304E0,-2.819164860E0,3.273318100E0
3.909928792E0,-3.801177247E0,-2.444007504E0,3.553384819E0
3.919921792E0,-4.519842151E0,-2.156333849E0,5.381348686E0
3.929914792E0,-5.156003426E0,-1.933260233E0,5.786920334E0
3.939908792E0,-5.318967665E0,-1.368087080E0,4.686536329E0
3.949901792E0,-4.964667327E0,-9.357901472E-1,4.358605472E0
