"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.718212042E0,-9.926768312E-1,-2.675619809E0,-5.364248503E0
2.728204042E0,-3.254253253E-2,-2.117769708E0,-4.528671154E0
2.738197042E0,4.915138780E-1,-1.530822693E0,-3.868469051E0
2.748190042E0,5.465396856E-1,-9.821743548E-1,-3.474964010E0
2.758182042E0,6.224950169E-1,-7.767441273E-1,-2.171797542E0
2.768175042E0,8.340184817E-1,-5.193210429E-1,-9.468769066E-1
2.778167042E0,1.189083636E0,-2.804751474E-1,-9.624166131E-2
2.788160042E0,1.396628947E0,4.267122567E-2,5.091754659E-1
2.798153042E0,1.536982149E0,6.536298323E-1,9.193986475E-1
2.808146042E0,1.734907768E0,1.183957674E0,1.167001333E0
2.818138042E0,2.007153544E0,1.488692334E0,1.310004348E0
2.828131042E0,2.275823894E0,1.523786153E0,1.414437373E0
2.838123042E0,2.495129126E0,1.424698067E0,1.489178238E0
2.848116042E0,2.562618273E0,1.249904911E0,1.551771512E0
2.858109042E0,2.541601626E0,1.083405445E0,1.647530193E0
2.868102042E0,2.317416747E0,7.910306293E-1,1.638628977E0
2.878094042E0,1.895534437E0,3.486408180E-1,1.664977700E0
2.888087042E0,1.415005284E0,-1.271535516E-2,1.728759713E0
2.898079042E0,9.600392814E-1,-1.755141181E-1,1.815078650E0
2.908072042E0,5.972474706E-1,-1.409132195E-1,1.952878811E0
2.918065042E0,2.695733061E-1,6.016434073E-2,2.046343045E0
2.928057042E0,2.424445644E-2,4.438925457E-1,2.081322259E0
2.938050042E0,1.196895808E-2,9.491960585E-1,2.101229689E0
2.948043042E0,3.553190692E-1,1.402076359E0,2.079605662E0
2.958035042E0,7.627745444E-1,1.571411140E0,2.012632678E0
2.968028042E0,1.177605697E0,1.497752595E0,1.913732872E0
2.978021042E0,1.499840782E0,1.211477594E0,1.732486728E0
2.988013042E0,1.757764826E0,6.480901802E-1,1.436615278E0
2.998006042E0,2.117694425E0,-1.009387296E-1,1.057596420E0
3.007999042E0,2.341197373E0,-8.758567715E-1,5.557274886E-1
3.017991042E0,2.393910753E0,-1.239286952E0,-1.195545101E-1
3.027984042E0,2.399002070E0,-1.379019619E0,-1.158894753E0
3.037977042E0,2.326881343E0,-1.589886587E0,-1.911961166E0
3.047969042E0,2.756615440E0,-1.780119317E0,-1.754492140E0
3.057962042E0,3.237411226E0,-1.757643789E0,-9.600717334E-1
3.067955042E0,3.316073526E0,-1.596958795E0,-3.648778050E-1
3.077947042E0,3.272755305E0,-1.671763394E0,1.802171798E-1
3.087940042E0,3.269287030E0,-2.298597191E0,9.544727321E-1
3.097933042E0,3.426356983E0,-3.085502025E0,2.102762829E0
3.107925042E0,3.508025044E0,-3.648880668E0,3.754603590E0
3.117918042E0,3.658848709E0,-4.275003444E0,6.979420205E0
3.127911042E0,4.203929076E0,-4.997626328E0,1.156739821E1
3.137903042E0,5.229501758E0,-5.613204820E0,1.191197345E1
3.147896042E0,5.911861299E0,-5.884101058E0,8.169134463E0
3.157889042E0,5.934530954E0,-5.879595194E0,4.533089018E0
3.167881042E0,5.513353087E0,-5.250479813E0,2.356880482E0
3.177874042E0,4.972975051E0,-3.957656924E0,1.205970687E0
3.187867042E0,4.070678340E0,-2.742179834E0,7.064687812E-1
3.197859042E0,2.528293071E0,-2.075225952E0,5.623284835E-1
3.207852042E0,7.877066334E-1,-1.977823618E0,1.991356999E-1
3.217845042E0,-4.680605498E-1,-2.183629237E0,-9.172865602E-1
3.227837042E0,-9.242563681E-1,-2.568490632E0,-2.284459793E0
3.237830042E0,-1.287945288E0,-2.807970951E0,-3.129642656E0
3.247823042E0,-1.929666096E0,-3.194537979E0,-4.105644105E0
3.257815042E0,-2.859284946E0,-3.742510378E0,-5.472289846E0
3.267808042E0,-2.982315626E0,-4.111823443E0,-6.470189118E0
3.277801042E0,-2.453040283E0,-3.973447330E0,-6.800575513E0
3.287793042E0,-1.693818214E0,-3.588345614E0,-6.551070728E0
3.297786042E0,-4.430188255E-1,-3.035102534E0,-4.610556439E0
3.307779042E0,1.505405723E0,-2.539638131E0,-3.665873846E-1
3.317771042E0,2.679834482E0,-2.430307478E0,2.940793378E0
3.327764042E0,3.042759171E0,-2.329369918E0,7.135544372E-1
3.337757167E0,2.201425822E0,-1.851731336E0,-2.509594553E0
3.347749167E0,3.970534247E-1,-1.221760508E0,-4.379277425E0
3.357742167E0,-7.456085810E-1,-5.977210951E-1,-5.363098941E0
3.367735167E0,-6.445032057E-1,1.501582521E-1,-5.782743083E0
3.377727167E0,-6.421085516E-1,7.845156616E-1,-5.455099032E0
3.387720167E0,-1.232314732E0,9.657103497E-1,-5.300399832E0
3.397713167E0,-1.729110985E0,1.010683624E0,-5.429628561E0
3.407705167E0,-2.375660570E0,1.134502509E0,-5.710476176E0
3.417698167E0,-2.262765453E0,1.331803937E0,-5.807994869E0
3.427691167E0,-1.349871833E0,1.680815468E0,-5.471412764E0
3.437683167E0,-1.007486951E0,2.063780027E0,-5.052802994E0
3.447676167E0,-1.216264125E0,2.291892774E0,-4.950172080E0
3.457669167E0,-1.746441693E0,2.532818524E0,-5.043014170E0
3.467661167E0,-2.312420886E0,2.959907926E0,-4.869891563E0
3.477654167E0,-2.941993811E0,3.607895195E0,-4.565581703E0
3.487647167E0,-3.520017391E0,4.197325523E0,-4.271419685E0
3.497639167E0,-3.899708093E0,4.804180554E0,-3.963316737E0
3.507632167E0,-4.158529247E0,5.245231937E0,-3.683377486E0
3.517625167E0,-4.477582569E0,5.468269885E0,-3.218943965E0
3.527617167E0,-4.703107338E0,5.573009305E0,-2.474801865E0
