"Time (s)","X (hPa)"
6.320868257E2,1.014371414E3
6.331612197E2,1.014372635E3
6.342356547E2,1.014374771E3
6.353100007E2,1.014376068E3
6.363843767E2,1.014376068E3
6.374587457E2,1.014376068E3
6.385331297E2,1.014374390E3
6.396074817E2,1.014374390E3
6.406818207E2,1.014376526E3
6.417561337E2,1.014378357E3
6.428304567E2,1.014378510E3
6.439048417E2,1.014380493E3
6.449791817E2,1.014380493E3
6.460535617E2,1.014378967E3
6.471279047E2,1.014378967E3
6.482022127E2,1.014381943E3
6.492765467E2,1.014381943E3
6.503509127E2,1.014381943E3
6.514252977E2,1.014384079E3
6.524996997E2,1.014384079E3
6.535740647E2,1.014383087E3
6.546484307E2,1.014381943E3
6.557228247E2,1.014381943E3
6.567971737E2,1.014380875E3
6.578715387E2,1.014381943E3
6.589459267E2,1.014382324E3
6.600203037E2,1.014385986E3
6.610946687E2,1.014391785E3
6.621689847E2,1.014394608E3
6.632433347E2,1.014395447E3
6.643177207E2,1.014395447E3
6.653920887E2,1.014392624E3
6.664664317E2,1.014392014E3
6.675407987E2,1.014391403E3
6.686151457E2,1.014390564E3
6.696894617E2,1.014390182E3
6.707638737E2,1.014389954E3
6.718382087E2,1.014386520E3
6.729125457E2,1.014380951E3
6.739869937E2,1.014377289E3
