"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.865934428E2,-3.225875854E1,2.767351341E1,9.491424561E0
3.866034358E2,-3.224797821E1,2.770994759E1,9.155563354E0
3.866134298E2,-3.214033508E1,2.805989265E1,9.104179382E0
3.866234228E2,-3.197235107E1,2.813167572E1,9.193496704E0
3.866334158E2,-3.200679779E1,2.805325127E1,8.950767517E0
3.866434088E2,-3.202668762E1,2.790040779E1,8.753913879E0
3.866534018E2,-3.228366852E1,2.770659447E1,8.585777283E0
3.866633948E2,-3.258676910E1,2.745255470E1,8.213699341E0
3.866733888E2,-3.291674805E1,2.716708565E1,8.208030701E0
3.866833818E2,-3.312603760E1,2.698866463E1,8.400306702E0
3.866933748E2,-3.318580627E1,2.681981659E1,8.711135864E0
3.867033678E2,-3.306132507E1,2.697357559E1,9.131095886E0
3.867133608E2,-3.306346893E1,2.691836166E1,8.901268005E0
3.867233548E2,-3.306346893E1,2.691836166E1,8.901268005E0
3.867333478E2,-3.283807373E1,2.698435211E1,9.151672363E0
3.867433408E2,-3.266663361E1,2.705229950E1,8.972763062E0
3.867533338E2,-3.246152496E1,2.741352654E1,8.982742310E0
3.867633268E2,-3.222176361E1,2.789264297E1,8.543495178E0
3.867733208E2,-3.197069550E1,2.828995132E1,7.842376709E0
3.867833138E2,-3.145112610E1,2.885056305E1,7.630401611E0
3.867933068E2,-3.116142273E1,2.931585312E1,7.188468933E0
3.868032998E2,-3.071554565E1,2.974639511E1,6.753097534E0
3.868132928E2,-3.039800262E1,3.042443466E1,6.169799805E0
3.868232868E2,-3.010400391E1,3.089592171E1,5.404182434E0
3.868332798E2,-2.985035706E1,3.115015602E1,4.827560425E0
3.868432728E2,-2.976581573E1,3.145942307E1,4.025955200E0
3.868532658E2,-2.967032623E1,3.168944931E1,3.256210327E0
3.868632588E2,-2.978996277E1,3.146844864E1,2.705543518E0
3.868732528E2,-2.988514709E1,3.151890182E1,2.452735901E0
3.868832458E2,-2.978852081E1,3.147265434E1,2.421371460E0
3.868932388E2,-2.989667511E1,3.148764420E1,2.649551392E0
3.869032318E2,-2.976141357E1,3.136931419E1,2.684173584E0
3.869132248E2,-2.985255432E1,3.147068787E1,3.186286926E0
3.869232188E2,-2.978526306E1,3.138469315E1,3.377090454E0
3.869332118E2,-2.986154175E1,3.122473907E1,3.445693970E0
3.869432048E2,-3.001403046E1,3.105963135E1,3.689361572E0
3.869531978E2,-3.020889282E1,3.114035606E1,3.638877869E0
3.869631908E2,-3.029019928E1,3.099094582E1,3.502334595E0
3.869731848E2,-3.029684448E1,3.107813644E1,3.423950195E0
3.869831778E2,-3.029684448E1,3.107813644E1,3.423950195E0
3.869931708E2,-3.046250153E1,3.101376915E1,2.883819580E0
3.870031638E2,-3.070457458E1,3.103291321E1,2.245803833E0
3.870131568E2,-3.069194031E1,3.096726608E1,1.246971130E0
3.870231508E2,-3.063891602E1,3.075482368E1,5.681991577E-1
3.870331438E2,-3.069734192E1,3.088233376E1,3.172225952E-1
3.870431368E2,-3.074517822E1,3.089158440E1,2.595291138E-1
3.870531298E2,-3.082711029E1,3.059608078E1,2.317657471E-1
3.870631228E2,-3.088372040E1,3.080857468E1,3.305587769E-1
3.870731168E2,-3.084305573E1,3.091808891E1,3.065261841E-1
3.870831098E2,-3.062771606E1,3.110893631E1,4.516830444E-1
3.870931028E2,-3.033541107E1,3.127239037E1,6.062164307E-1
3.871030958E2,-3.039640045E1,3.151582527E1,8.143005371E-1
3.871130888E2,-3.011096191E1,3.168085289E1,1.086708069E0
3.871230828E2,-2.970059967E1,3.207231903E1,1.246864319E0
3.871330758E2,-2.941831207E1,3.244194031E1,1.255752563E0
3.871430688E2,-2.902389526E1,3.277206421E1,1.266235352E0
3.871530618E2,-2.863541412E1,3.319313812E1,1.241950989E0
3.871630548E2,-2.830546570E1,3.349199295E1,1.386451721E0
3.871730488E2,-2.786894989E1,3.380815125E1,1.643089294E0
3.871830418E2,-2.752791595E1,3.391839600E1,1.693756104E0
3.871930348E2,-2.749076843E1,3.423509216E1,1.503814697E0
3.872030278E2,-2.736585236E1,3.432548904E1,1.691833496E0
3.872130208E2,-2.722264862E1,3.477166748E1,1.876579285E0
3.872230148E2,-2.699526978E1,3.488247681E1,2.044395447E0
3.872330078E2,-2.692488861E1,3.517466736E1,2.394882202E0
3.872430008E2,-2.692488861E1,3.517466736E1,2.394882202E0
3.872529938E2,-2.680841827E1,3.524994659E1,2.471534729E0
3.872629868E2,-2.676605225E1,3.521504211E1,2.811973572E0
3.872729808E2,-2.687789917E1,3.519139862E1,3.088752747E0
3.872829738E2,-2.714080811E1,3.529525757E1,3.875984192E0
3.872929668E2,-2.742554474E1,3.508448029E1,5.157875061E0
3.873029598E2,-2.764428711E1,3.458280182E1,6.608856201E0
